         20514661 function calls (20358712 primitive calls) in 4.648 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      691    0.003    0.000    0.009    0.000 inspect.py:2280(_signature_from_function)
  771/705    0.002    0.000    0.013    0.000 inspect.py:2375(_signature_from_callable)
       57    0.000    0.000    0.000    0.000 inspect.py:2412(<lambda>)
     6215    0.004    0.000    0.007    0.000 inspect.py:2637(__init__)
     7700    0.000    0.000    0.000    0.000 inspect.py:2687(name)
      826    0.000    0.000    0.000    0.000 inspect.py:2691(default)
       17    0.000    0.000    0.000    0.000 inspect.py:2695(annotation)
     6482    0.000    0.000    0.000    0.000 inspect.py:2699(kind)
       60    0.000    0.000    0.000    0.000 inspect.py:2703(replace)
      243    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
       17    0.000    0.000    0.000    0.000 inspect.py:2746(__hash__)
     1803    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
      932    0.003    0.000    0.004    0.000 inspect.py:2920(__init__)
     3017    0.001    0.000    0.001    0.000 inspect.py:2969(<genexpr>)
      705    0.000    0.000    0.013    0.000 inspect.py:2998(from_callable)
      893    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
       68    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
      136    0.000    0.000    0.001    0.000 inspect.py:3014(replace)
        4    0.000    0.000    0.000    0.000 inspect.py:3029(_hash_basis)
       20    0.000    0.000    0.000    0.000 inspect.py:3030(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:3033(<dictcomp>)
        4    0.000    0.000    0.000    0.000 inspect.py:3038(__hash__)
       63    0.000    0.000    0.000    0.000 inspect.py:3206(__str__)
      705    0.000    0.000    0.014    0.000 inspect.py:3252(signature)
       65    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
      770    0.001    0.000    0.001    0.000 inspect.py:612(unwrap)
      827    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
      356    0.000    0.000    0.001    0.000 inspect.py:653(_findclass)
      691    0.001    0.000    0.001    0.000 inspect.py:66(get_annotations)
      356    0.000    0.000    0.002    0.000 inspect.py:663(_finddoc)
     7315    0.003    0.000    0.054    0.000 inspect.py:725(getdoc)
     7303    0.034    0.000    0.056    0.000 inspect.py:744(cleandoc)
        1    0.000    0.000    0.000    0.000 int64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 int64.py:21(Int64)
        1    0.000    0.000    0.005    0.005 io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 io.py:163(FileLockException)
        1    0.000    0.000    0.000    0.000 io.py:167(FileLock)
        5    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.081    0.081 json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 json.py:120(MSONable)
        1    0.000    0.000    0.000    0.000 json.py:359(MontyEncoder)
        1    0.000    0.000    0.000    0.000 json.py:472(MontyDecoder)
        1    0.000    0.000    0.000    0.000 json.py:62(_load_redirect)
        1    0.000    0.000    0.000    0.000 json.py:633(MSONError)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        2    0.000    0.000    0.001    0.000 lattice.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lattice.py:109(__init__)
   110000    0.139    0.000    0.171    0.000 lattice.py:11(periodize)
        1    0.000    0.000    0.000    0.000 lattice.py:12(SquareGridLattice3D)
        3    0.000    0.000    0.000    0.000 lattice.py:126(<genexpr>)
        2    0.000    0.000    0.000    0.000 lattice.py:140(<listcomp>)
        6    0.000    0.000    0.000    0.000 lattice.py:142(<genexpr>)
    10000    0.001    0.000    0.001    0.000 lattice.py:148(matrix)
   110000    0.010    0.000    0.010    0.000 lattice.py:153(inv_matrix)
   110000    0.047    0.000    0.054    0.000 lattice.py:161(get_cartesian_coords)
   110000    0.084    0.000    0.101    0.000 lattice.py:176(get_fractional_coords)
   110000    0.043    0.000    0.369    0.000 lattice.py:191(get_periodized_cartesian_coords)
        1    0.000    0.000    0.000    0.000 lattice.py:208(get_scaled_lattice)
        1    0.000    0.000    0.000    0.000 lattice.py:224(<listcomp>)
        1    0.000    0.000    0.000    0.000 lattice.py:4(SquareGridLattice2D)
        1    0.000    0.000    0.000    0.000 lattice.py:7(__init__)
        1    0.000    0.000    0.000    0.000 lattice.py:87(Lattice)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layout_engine.py:106(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:132(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:211(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.002    0.002 legend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
        1    0.000    0.000    0.000    0.000 legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:238(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 legend_handler.py:275(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:314(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:319(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:430(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:503(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:513(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:719(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:724(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:772(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.009    0.009 linalg.py:1(<module>)
        3    0.000    0.000    0.000    0.000 linalg.py:130(get_linalg_error_extobj)
        4    0.000    0.000    0.000    0.000 linalg.py:135(_makearray)
       11    0.000    0.000    0.000    0.000 linalg.py:140(isComplexType)
        5    0.000    0.000    0.000    0.000 linalg.py:153(_realType)
        3    0.000    0.000    0.000    0.000 linalg.py:159(_commonType)
        1    0.000    0.000    0.000    0.000 linalg.py:197(_assert_2d)
        2    0.000    0.000    0.000    0.000 linalg.py:203(_assert_stacked_2d)
        2    0.000    0.000    0.000    0.000 linalg.py:209(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 linalg.py:2187(_lstsq_dispatcher)
        1    0.000    0.000    0.000    0.000 linalg.py:2191(lstsq)
        4    0.000    0.000    0.000    0.000 linalg.py:2379(_norm_dispatcher)
        4    0.000    0.000    0.000    0.000 linalg.py:2383(norm)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        2    0.000    0.000    0.000    0.000 linalg.py:488(_unary_dispatcher)
        2    0.000    0.000    0.000    0.000 linalg.py:492(inv)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        1    0.000    0.000    0.000    0.000 linalg.py:67(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:97(_determine_error_states)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        2    0.000    0.000    0.002    0.001 linecache.py:26(getline)
        2    0.000    0.000    0.002    0.001 linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.002    0.002 linecache.py:80(updatecache)
        1    0.000    0.000    0.007    0.007 lines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:1467(AxLine)
        1    0.000    0.000    0.000    0.000 lines.py:1602(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:216(Line2D)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:21(BaseLoader)
        1    0.000    0.000    0.000    0.000 loader.py:37(SafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:53(Loader)
        1    0.000    0.000    0.000    0.000 loader.py:69(RoundTripLoader)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:4(setup_logger)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:1624(YAMLObjectMetaclass)
        2    0.000    0.000    0.000    0.000 main.py:1629(__init__)
        1    0.000    0.000    0.000    0.000 main.py:1636(YAMLObject)
        1    0.000    0.000    0.000    0.000 main.py:53(YAML)
        1    0.000    0.000    0.000    0.000 main.py:839(YAMLContextManager)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:155(MarkerStyle)
        1    0.000    0.000    0.002    0.002 mathtext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 max_key.py:1(<module>)
        1    0.000    0.000    0.000    0.000 max_key.py:21(MaxKey)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 min_key.py:1(<module>)
        1    0.000    0.000    0.000    0.000 min_key.py:21(MinKey)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:770(GaussianKDE)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:279(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:285(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:294(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:298(__init__)
        1    0.000    0.000    0.000    0.000 model.py:328(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:345(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:482(StructType)
        1    0.000    0.000    0.000    0.000 model.py:486(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:490(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 msgpack.py:1(<module>)
        1    0.000    0.000    0.005    0.005 multiarray.py:1(<module>)
       35    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
      171    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
       31    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
   220001    0.013    0.000    0.013    0.000 multiarray.py:741(dot)
        1    0.000    0.000    0.000    0.000 multiarray.py:85(empty_like)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 neighborhood_builders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 neighborhood_builders.py:139(AnnularNeighborhoodBuilder)
        1    0.000    0.000    0.000    0.000 neighborhood_builders.py:16(NeighborhoodBuilder)
        1    0.000    0.000    0.000    0.000 neighborhood_builders.py:187(MotifNeighborhoodBuilder)
        1    0.013    0.013    0.864    0.864 neighborhood_builders.py:20(get)
        1    0.000    0.000    0.000    0.000 neighborhood_builders.py:216(__init__)
    10000    0.073    0.000    0.829    0.000 neighborhood_builders.py:229(get_neighbors)
   270000    0.050    0.000    0.050    0.000 neighborhood_builders.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 neighborhood_builders.py:254(SiteClassNeighborhoodBuilder)
        1    0.000    0.000    0.000    0.000 neighborhood_builders.py:60(StochasticNeighborhoodBuilder)
        1    0.000    0.000    0.000    0.000 neighborhood_builders.py:93(DistanceNeighborhoodBuilder)
        2    0.000    0.000    0.003    0.001 neighborhoods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:10(VonNeumannNbHood2DBuilder)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:133(PseudoPentagonalNeighborhoodBuilder)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:15(Neighborhood)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:21(__init__)
   600000    0.488    0.000    0.765    0.000 neighborhoods.py:25(neighbors_of)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:31(VonNeumannNbHood3DBuilder)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:52(MooreNbHoodBuilder)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:53(MultiNeighborhood)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:55(__init__)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:65(StochasticNeighborhood)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:69(CircularNeighborhoodBuilder)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:73(PseudoHexagonalNeighborhoodBuilder2D)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:75(SiteClassNeighborhood)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:9(AbstractNeighborhood)
        1    0.000    0.000    0.000    0.000 neighborhoods.py:96(PseudoHexagonalNeighborhoodBuilder3D)
        1    0.000    0.000    0.000    0.000 nodes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:105(CollectionNode)
        1    0.000    0.000    0.000    0.000 nodes.py:123(SequenceNode)
        1    0.000    0.000    0.000    0.000 nodes.py:128(MappingNode)
        1    0.000    0.000    0.000    0.000 nodes.py:77(ScalarNode)
        1    0.000    0.000    0.000    0.000 nodes.py:9(Node)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 ntpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.003    0.003 numeric.py:1(<module>)
       34    0.000    0.000    0.000    0.000 numeric.py:136(ones)
       31    0.000    0.000    0.000    0.000 numeric.py:1855(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2123(identity)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:63(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:67(zeros_like)
        1    0.000    0.000    0.000    0.000 numeric.py:837(_outer_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:841(outer)
        1    0.000    0.000    0.002    0.002 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:229(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:425(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        1    0.000    0.000    0.000    0.000 objectid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objectid.py:41(_random_bytes)
        1    0.000    0.000    0.000    0.000 objectid.py:46(ObjectId)
        1    0.000    0.000    0.008    0.008 offsetbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1098(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1141(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1212(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1458(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1567(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1592(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:420(PackerBase)
        2    0.000    0.000    0.000    0.000 offsetbox.py:45(_compat_get_offset)
        1    0.000    0.000    0.000    0.000 offsetbox.py:467(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:499(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:527(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:595(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:707(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:824(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:906(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       75    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:683(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:689(__delitem__)
       43    0.000    0.000    0.000    0.000 os.py:698(__iter__)
       81    0.000    0.000    0.000    0.000 os.py:755(encode)
       96    0.000    0.000    0.000    0.000 os.py:759(decode)
        1    0.000    0.000    0.000    0.000 os.py:805(fsencode)
        5    0.000    0.000    0.000    0.000 os.py:817(fsdecode)
        1    0.000    0.000    0.004    0.004 overrides.py:1(<module>)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
      317    0.000    0.000    0.003    0.000 overrides.py:142(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
      278    0.000    0.000    0.002    0.000 overrides.py:83(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:147(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:155(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:223(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:328(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:336(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:341(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:347(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:355(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:360(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:366(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:807(Quoter)
        1    0.000    0.000    0.002    0.002 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:100(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:793(RoundTripParser)
        1    0.000    0.000    0.000    0.000 parser.py:807(RoundTripParserSC)
        1    0.000    0.000    0.000    0.000 parser.py:96(ParserError)
        1    0.000    0.000    0.031    0.031 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1073(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1172(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1259(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1314(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1488(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1513(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1693(Annulus)
        1    0.000    0.000    0.000    0.000 patches.py:1880(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1922(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:2204(_Style)
        3    0.000    0.000    0.003    0.001 patches.py:2211(__init_subclass__)
        6    0.000    0.000    0.003    0.000 patches.py:2253(pprint_styles)
        6    0.000    0.000    0.002    0.000 patches.py:2257(<listcomp>)
      222    0.000    0.000    0.000    0.000 patches.py:2264(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:2264(<listcomp>)
       24    0.000    0.000    0.000    0.000 patches.py:2265(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:2269(<genexpr>)
      248    0.000    0.000    0.000    0.000 patches.py:2271(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:2271(<listcomp>)
       62    0.000    0.000    0.000    0.000 patches.py:2285(_register_style)
        1    0.000    0.000    0.000    0.000 patches.py:2293(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2325(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2348(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2369(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:2397(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2429(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2439(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2476(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2534(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2583(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2642(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2658(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2698(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
        1    0.000    0.000    0.000    0.000 patches.py:2711(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2763(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2801(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2841(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2905(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3001(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:3086(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3136(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3207(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3434(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3443(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3448(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3453(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3458(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3463(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3468(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3473(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3492(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3511(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3533(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3551(BracketCurve)
        1    0.000    0.000    0.000    0.000 patches.py:3573(CurveBracket)
        1    0.000    0.000    0.000    0.000 patches.py:3595(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3674(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3762(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3807(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 patches.py:4054(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 patches.py:4394(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:670(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:887(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:936(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:964(StepPatch)
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
       30    0.000    0.000    0.000    0.000 pathlib.py:1023(glob)
        6    0.000    0.000    0.000    0.000 pathlib.py:1092(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:1170(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1300(is_dir)
        3    0.000    0.000    0.000    0.000 pathlib.py:1432(expanduser)
