         20514661 function calls (20358712 primitive calls) in 4.648 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 util.py:119(clear)
        1    0.000    0.000    0.000    0.000 util.py:129(LRUMemo)
        1    0.000    0.000    0.000    0.000 util.py:14(__config_flags)
        1    0.000    0.000    0.000    0.000 util.py:16(LazyEval)
        1    0.000    0.000    0.000    0.000 util.py:168(UnboundedMemo)
        1    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 util.py:186(__init__)
       24    0.001    0.000    0.001    0.000 util.py:186(_collapse_string_to_ranges)
     2686    0.000    0.000    0.001    0.000 util.py:189(is_consecutive)
      161    0.000    0.000    0.000    0.000 util.py:200(escape_re_range_char)
       74    0.000    0.000    0.000    0.000 util.py:203(no_escape_re_range_char)
        2    0.000    0.000    0.000    0.000 util.py:225(<listcomp>)
       53    0.000    0.000    0.002    0.000 util.py:240(replaced_by_pep8)
       10    0.000    0.000    0.002    0.000 util.py:251(_inner)
        1    0.000    0.000    0.000    0.000 util.py:260(_inner)
       14    0.000    0.000    0.000    0.000 util.py:27(__init__)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.002    0.002 util.py:447(spawnv_passfds)
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 util.py:80(_UnboundedCache)
        2    0.000    0.000    0.003    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:102(FormatReplace)
        1    0.000    0.000    0.000    0.000 utils.py:104(_Deprecate)
       41    0.000    0.000    0.000    0.000 utils.py:108(__init__)
       41    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        1    0.000    0.000    0.000    0.000 utils.py:117(Comparable)
        2    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:138(ObjectWrapper)
        4    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        6    0.000    0.000    0.000    0.000 utils.py:152(wrapper_setattr)
        2    0.000    0.000    0.000    0.000 utils.py:156(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:16(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:163(SimpleTextIOWrapper)
        4    0.000    0.000    0.000    0.000 utils.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:183(DisableOnWriteError)
        4    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
       86    0.000    0.000    0.001    0.000 utils.py:194(inner)
        2    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:226(CallbackIOWrapper)
        2    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
        2    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
       82    0.000    0.000    0.000    0.000 utils.py:273(_is_ascii)
        2    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        2    0.000    0.000    0.001    0.000 utils.py:333(_screen_shape_linux)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
      123    0.000    0.000    0.003    0.000 utils.py:374(_text_width)
    16126    0.002    0.000    0.002    0.000 utils.py:375(<genexpr>)
      123    0.000    0.000    0.003    0.000 utils.py:378(disp_len)
       41    0.000    0.000    0.001    0.000 utils.py:386(disp_trim)
        1    0.000    0.000    0.000    0.000 utils.py:73(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:76(wrap)
        1    0.000    0.000    0.000    0.000 utils.py:79(<dictcomp>)
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        4    0.000    0.000    0.006    0.002 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:10(version_short)
        1    0.000    0.000    0.004    0.004 version.py:159(Version)
       11    0.000    0.000    0.000    0.000 version.py:186(__init__)
       41    0.000    0.000    0.000    0.000 version.py:205(<genexpr>)
        2    0.000    0.000    0.000    0.000 version.py:276(release)
        1    0.000    0.000    0.000    0.000 version.py:36(_Version)
        1    0.000    0.000    0.000    0.000 version.py:420(major)
       11    0.000    0.000    0.000    0.000 version.py:45(parse)
       33    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
       11    0.000    0.000    0.000    0.000 version.py:491(_parse_local_version)
       11    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
       11    0.000    0.000    0.000    0.000 version.py:518(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:57(InvalidVersion)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
        5    0.000    0.000    0.000    0.000 version.py:76(__lt__)
        1    0.000    0.000    0.000    0.000 visit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visit.py:10(StopSearch)
        1    0.000    0.000    0.000    0.000 visit.py:122(DijkstraVisitor)
        1    0.000    0.000    0.000    0.000 visit.py:16(PruneSearch)
        1    0.000    0.000    0.000    0.000 visit.py:22(BFSVisitor)
        1    0.000    0.000    0.000    0.000 visit.py:71(DFSVisitor)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        9    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       32    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       32    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       32    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        9    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        9    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
       58    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
      104    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        5    0.000    0.000    0.000    0.000 weakref.py:511(update)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:110(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1341(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:1602(RadioButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:163(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1877(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1949(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:2042(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:2177(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:2533(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:266(SliderBase)
        1    0.000    0.000    0.000    0.000 widgets.py:28(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:2945(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:3056(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:3210(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:344(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:3696(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:3738(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:3814(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:4182(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:615(RangeSlider)
        1    0.000    0.000    0.000    0.000 widgets.py:66(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:996(CheckButtons)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
     3113    0.003    0.000    0.004    0.000 {built-in method __new__ of type object at 0x101226fe8}
      156    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
     1228    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       42    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
 1665/216    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
      105    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      430    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     3509    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       57    0.030    0.001    0.031    0.001 {built-in method _imp.create_dynamic}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    57/50    0.002    0.000    0.015    0.000 {built-in method _imp.exec_dynamic}
      118    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      502    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     3509    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       71    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.002    0.002    0.002    0.002 {built-in method _posixsubprocess.fork_exec}
        2    0.000    0.000    0.000    0.000 {built-in method _signal.pthread_sigmask}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      222    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      178    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      165    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       16    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1038    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     1986    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       73    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        4    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        5    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1548/1444    0.013    0.000    0.219    0.000 {built-in method builtins.__build_class__}
   459/22    0.000    0.000    0.361    0.016 {built-in method builtins.__import__}
      141    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      151    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      366    0.000    0.000    0.000    0.000 {built-in method builtins.any}
    31720    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
     2107    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      591    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      449    0.014    0.000    0.014    0.000 {built-in method builtins.dir}
      261    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       56    0.001    0.000    0.003    0.000 {built-in method builtins.eval}
    438/1    0.001    0.000    4.649    4.649 {built-in method builtins.exec}
   180078    0.013    0.000    0.013    0.000 {built-in method builtins.getattr}
      440    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
    11831    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
  936/715    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
   161206    0.006    0.000    0.006    0.000 {built-in method builtins.id}
   186571    0.009    0.000    0.010    0.000 {built-in method builtins.isinstance}
      948    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      662    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
168619/167441    0.006    0.000    0.006    0.000 {built-in method builtins.len}
      121    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1023    0.000    0.000    0.001    0.000 {built-in method builtins.max}
    54926    0.005    0.000    0.005    0.000 {built-in method builtins.min}
      524    0.000    0.000    0.001    0.000 {built-in method builtins.next}
